Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Vitória Ribeiro,Brinquedo,6162.78,2352.22,0.29,0.21,2018-06-09
Julia Araújo,Esportes,7493.78,4869.59,0.44,0.29,2018-06-09
Lucas Rodrigues,Esportes,4990.67,2750.0,0.36,0.34,2018-06-09
Thiago Carvalho,Esportes,8271.11,4955.02,0.39,0.36,2018-06-09
Mateus Barbosa,Eletrônicos,7551.32,1543.34,0.08,0.17,2018-06-09
Camila Carvalho,Casa,1412.83,3044.21,0.28,0.3,2018-06-09
Diego Cardoso,Vestuário,5642.64,3323.15,0.11,0.18,2018-06-09
Jorge Santos,Brinquedo,149.63,4071.12,0.37,0.28,2018-06-09
Raphael Silva,Papelaria,563.84,614.74,0.27,0.47,2018-06-09
Caroline Reis,Papelaria,915.71,818.53,0.56,0.49,2018-06-09
Letícia Nascimento,Eletrônicos,7952.61,3291.84,0.24,0.22,2018-06-10
Ana Sousa,Eletrônicos,6682.14,2028.79,0.3,0.22,2018-06-10
Gustavo Martins,Eletrônicos,4163.55,2089.96,0.1,0.23,2018-06-10
Beatriz Santos,Vestuário,1150.11,1762.64,0.24,0.17,2018-06-10
Camila Lima,Vestuário,963.6,2939.3,0.16,0.17,2018-06-10
Thiago Barbosa,Acessórios,593.42,568.08,0.72,0.46,2018-06-10
Letícia Ribeiro,Acessórios,1888.82,793.31,0.66,0.42,2018-06-10
Enzo Nascimento,Casa,7125.3,3275.3,0.2,0.33,2018-06-10
Guilherme Santos,Casa,5830.04,6031.58,0.36,0.26,2018-06-10
Vitória Ribeiro,Brinquedo,4573.62,3308.14,0.27,0.2,2018-06-10
Julia Araújo,Esportes,5413.71,5429.1,0.45,0.36,2018-06-10
Lucas Rodrigues,Esportes,4246.09,4282.14,0.45,0.33,2018-06-10
Thiago Carvalho,Esportes,8596.46,4286.12,0.29,0.3,2018-06-10
Mateus Barbosa,Eletrônicos,5606.81,1552.82,0.24,0.23,2018-06-10
Camila Carvalho,Casa,1715.71,1949.67,0.41,0.31,2018-06-10
Diego Cardoso,Vestuário,6041.38,1256.25,0.18,0.17,2018-06-10
Jorge Santos,Brinquedo,7130.46,2673.65,0.27,0.23,2018-06-10
Raphael Silva,Papelaria,1189.46,466.37,0.41,0.52,2018-06-10
Caroline Reis,Papelaria,895.41,751.97,0.58,0.49,2018-06-10
Letícia Nascimento,Eletrônicos,6863.19,5155.77,0.26,0.17,2018-06-11
Ana Sousa,Eletrônicos,2433.15,2397.56,0.08,0.17,2018-06-11
Gustavo Martins,Eletrônicos,8472.53,2873.15,0.17,0.2,2018-06-11
Beatriz Santos,Vestuário,4504.13,2360.47,0.16,0.18,2018-06-11
Camila Lima,Vestuário,4980.32,3746.52,0.15,0.17,2018-06-11
Thiago Barbosa,Acessórios,592.76,623.83,0.58,0.5,2018-06-11
Letícia Ribeiro,Acessórios,896.82,1449.16,0.4,0.48,2018-06-11
Enzo Nascimento,Casa,3370.46,1637.08,0.36,0.3,2018-06-11
Guilherme Santos,Casa,2553.53,1791.87,0.37,0.32,2018-06-11
Vitória Ribeiro,Brinquedo,3122.11,3418.77,0.14,0.27,2018-06-11
Julia Araújo,Esportes,5977.41,5135.76,0.45,0.36,2018-06-11
Lucas Rodrigues,Esportes,8845.75,2864.63,0.45,0.38,2018-06-11
Thiago Carvalho,Esportes,2174.24,5013.61,0.13,0.29,2018-06-11
Mateus Barbosa,Eletrônicos,7528.67,2493.49,0.21,0.16,2018-06-11
Camila Carvalho,Casa,5005.0,3980.22,0.32,0.31,2018-06-11
Diego Cardoso,Vestuário,1057.96,1591.11,0.27,0.2,2018-06-11
Jorge Santos,Brinquedo,2782.38,2260.34,0.12,0.21,2018-06-11
Raphael Silva,Papelaria,1208.49,505.01,0.25,0.47,2018-06-11
Caroline Reis,Papelaria,335.24,779.26,0.43,0.41,2018-06-11
Letícia Nascimento,Eletrônicos,649.68,1788.92,0.19,0.22,2018-06-12
Ana Sousa,Eletrônicos,5545.55,4016.96,0.18,0.19,2018-06-12
Gustavo Martins,Eletrônicos,1863.81,3673.92,0.31,0.19,2018-06-12
Beatriz Santos,Vestuário,320.94,3752.36,0.15,0.14,2018-06-12
Camila Lima,Vestuário,3030.77,2819.18,0.24,0.2,2018-06-12
Thiago Barbosa,Acessórios,472.0,1578.92,0.5,0.4,2018-06-12
Letícia Ribeiro,Acessórios,1932.04,1086.91,0.52,0.54,2018-06-12
Enzo Nascimento,Casa,4627.39,4141.92,0.28,0.28,2018-06-12
Guilherme Santos,Casa,2697.62,2541.6,0.22,0.26,2018-06-12
Vitória Ribeiro,Brinquedo,3857.83,2392.64,0.31,0.3,2018-06-12
Julia Araújo,Esportes,4248.24,2518.1,0.33,0.38,2018-06-12
Lucas Rodrigues,Esportes,2307.51,5173.93,0.49,0.34,2018-06-12
Thiago Carvalho,Esportes,4186.94,5288.35,0.23,0.36,2018-06-12
Mateus Barbosa,Eletrônicos,5129.61,2725.54,0.1,0.24,2018-06-12
Camila Carvalho,Casa,8555.71,5244.61,0.18,0.28,2018-06-12
Diego Cardoso,Vestuário,1073.46,2943.86,0.08,0.16,2018-06-12
Jorge Santos,Brinquedo,3261.47,3515.18,0.39,0.23,2018-06-12
Raphael Silva,Papelaria,778.13,818.15,0.27,0.41,2018-06-12
Caroline Reis,Papelaria,1194.5,423.67,0.5,0.5,2018-06-12
Letícia Nascimento,Eletrônicos,6859.96,4539.86,0.23,0.19,2018-06-13
Ana Sousa,Eletrônicos,3695.27,2611.17,0.22,0.22,2018-06-13
Gustavo Martins,Eletrônicos,1568.46,4528.55,0.13,0.17,2018-06-13
Beatriz Santos,Vestuário,5843.12,2202.69,0.12,0.21,2018-06-13
Camila Lima,Vestuário,659.04,1651.45,0.25,0.2,2018-06-13
Thiago Barbosa,Acessórios,228.16,580.19,0.64,0.54,2018-06-13
Letícia Ribeiro,Acessórios,1122.43,1205.88,0.22,0.46,2018-06-13
Enzo Nascimento,Casa,4507.28,1762.5,0.25,0.25,2018-06-13
Guilherme Santos,Casa,6063.33,1817.12,0.22,0.31,2018-06-13
Vitória Ribeiro,Brinquedo,585.66,1424.19,0.33,0.26,2018-06-13
Julia Araújo,Esportes,8453.45,3551.46,0.35,0.27,2018-06-13
Lucas Rodrigues,Esportes,8066.4,4115.43,0.16,0.39,2018-06-13
Thiago Carvalho,Esportes,1634.03,4817.41,0.34,0.27,2018-06-13
Mateus Barbosa,Eletrônicos,5409.47,4661.8,0.18,0.22,2018-06-13
Camila Carvalho,Casa,6476.76,5360.12,0.29,0.32,2018-06-13
Diego Cardoso,Vestuário,5377.33,1905.65,0.08,0.2,2018-06-13
Jorge Santos,Brinquedo,3125.02,3484.29,0.13,0.25,2018-06-13
Raphael Silva,Papelaria,681.1,320.39,0.5,0.4,2018-06-13
Caroline Reis,Papelaria,28.75,806.46,0.43,0.47,2018-06-13
Letícia Nascimento,Eletrônicos,407.04,4251.9,0.26,0.18,2018-06-14
Ana Sousa,Eletrônicos,1449.74,5275.76,0.08,0.21,2018-06-14
Gustavo Martins,Eletrônicos,4196.32,4138.29,0.22,0.22,2018-06-14
Beatriz Santos,Vestuário,4550.12,1514.62,0.28,0.14,2018-06-14
Camila Lima,Vestuário,488.0,1238.03,0.08,0.2,2018-06-14
Thiago Barbosa,Acessórios,2480.49,561.92,0.4,0.52,2018-06-14
Letícia Ribeiro,Acessórios,1274.05,1460.59,0.62,0.52,2018-06-14
Enzo Nascimento,Casa,6409.69,3703.3,0.2,0.33,2018-06-14
Guilherme Santos,Casa,6177.3,4264.86,0.39,0.32,2018-06-14
Vitória Ribeiro,Brinquedo,6674.07,1697.8,0.21,0.26,2018-06-14
Julia Araújo,Esportes,514.86,1473.0,0.47,0.36,2018-06-14
Lucas Rodrigues,Esportes,2289.93,2555.51,0.38,0.27,2018-06-14
Thiago Carvalho,Esportes,1491.56,5373.98,0.33,0.36,2018-06-14
Mateus Barbosa,Eletrônicos,618.18,2616.4,0.15,0.22,2018-06-14
Camila Carvalho,Casa,4335.75,2336.04,0.32,0.3,2018-06-14
Diego Cardoso,Vestuário,4801.13,1773.84,0.22,0.16,2018-06-14
Jorge Santos,Brinquedo,5660.64,1401.63,0.26,0.2,2018-06-14
Raphael Silva,Papelaria,195.48,647.65,0.36,0.43,2018-06-14
Caroline Reis,Papelaria,414.16,285.77,0.7,0.52,2018-06-14
Letícia Nascimento,Eletrônicos,1020.8,3785.35,0.26,0.19,2018-06-15
Ana Sousa,Eletrônicos,3259.5,5186.1,0.12,0.23,2018-06-15
Gustavo Martins,Eletrônicos,4119.93,1375.14,0.26,0.21,2018-06-15
Beatriz Santos,Vestuário,1647.3,2364.65,0.26,0.2,2018-06-15
Camila Lima,Vestuário,1062.51,3902.52,0.12,0.16,2018-06-15
Thiago Barbosa,Acessórios,757.13,631.07,0.64,0.52,2018-06-15
Letícia Ribeiro,Acessórios,2291.89,1076.97,0.54,0.48,2018-06-15
Enzo Nascimento,Casa,9451.19,2305.9,0.11,0.24,2018-06-15
Guilherme Santos,Casa,2370.6,1627.81,0.25,0.25,2018-06-15
Vitória Ribeiro,Brinquedo,4979.3,3645.28,0.32,0.2,2018-06-15
Julia Araújo,Esportes,8320.83,4784.47,0.2,0.38,2018-06-15
Lucas Rodrigues,Esportes,549.25,5110.48,0.34,0.33,2018-06-15
Thiago Carvalho,Esportes,1877.22,4581.73,0.34,0.35,2018-06-15
Mateus Barbosa,Eletrônicos,5012.78,4754.47,0.26,0.16,2018-06-15
Camila Carvalho,Casa,4386.16,5017.37,0.32,0.26,2018-06-15
Diego Cardoso,Vestuário,3317.96,2365.21,0.12,0.14,2018-06-15
Jorge Santos,Brinquedo,554.62,2261.8,0.14,0.27,2018-06-15
Raphael Silva,Papelaria,612.96,718.78,0.68,0.49,2018-06-15
Caroline Reis,Papelaria,1390.63,875.79,0.38,0.36,2018-06-15
Letícia Nascimento,Eletrônicos,866.63,2103.95,0.11,0.23,2018-06-16
Ana Sousa,Eletrônicos,6450.96,5233.3,0.13,0.18,2018-06-16
Gustavo Martins,Eletrônicos,960.1,4901.83,0.15,0.23,2018-06-16
Beatriz Santos,Vestuário,3129.42,1992.28,0.15,0.19,2018-06-16
Camila Lima,Vestuário,3334.91,2996.66,0.11,0.17,2018-06-16
Thiago Barbosa,Acessórios,715.73,1020.25,0.56,0.5,2018-06-16
Letícia Ribeiro,Acessórios,74.19,480.95,0.68,0.6,2018-06-16
Enzo Nascimento,Casa,3452.47,3877.15,0.29,0.29,2018-06-16
Guilherme Santos,Casa,7441.0,1887.69,0.17,0.24,2018-06-16
Vitória Ribeiro,Brinquedo,5625.4,1835.91,0.3,0.26,2018-06-16
Julia Araújo,Esportes,7479.4,2846.1,0.4,0.31,2018-06-16
Lucas Rodrigues,Esportes,1950.89,4197.72,0.44,0.31,2018-06-16
Thiago Carvalho,Esportes,7528.53,2855.04,0.2,0.3,2018-06-16
Mateus Barbosa,Eletrônicos,3386.18,5039.75,0.12,0.2,2018-06-16
Camila Carvalho,Casa,8798.92,2489.47,0.2,0.26,2018-06-16
Diego Cardoso,Vestuário,1736.88,1788.42,0.27,0.18,2018-06-16
Jorge Santos,Brinquedo,4954.27,2375.92,0.16,0.21,2018-06-16
Raphael Silva,Papelaria,131.54,667.33,0.68,0.36,2018-06-16
Caroline Reis,Papelaria,1049.37,596.4,0.61,0.4,2018-06-16
Letícia Nascimento,Eletrônicos,5200.49,2665.89,0.09,0.19,2018-06-17
Ana Sousa,Eletrônicos,7307.23,2110.73,0.26,0.21,2018-06-17
Gustavo Martins,Eletrônicos,750.77,1896.99,0.22,0.24,2018-06-17
Beatriz Santos,Vestuário,2503.39,1899.21,0.11,0.17,2018-06-17
Camila Lima,Vestuário,4546.54,3351.13,0.09,0.15,2018-06-17
Thiago Barbosa,Acessórios,1235.6,691.66,0.2,0.48,2018-06-17
Letícia Ribeiro,Acessórios,987.22,1698.57,0.66,0.58,2018-06-17
Enzo Nascimento,Casa,3287.43,1699.68,0.3,0.29,2018-06-17
Guilherme Santos,Casa,902.57,2529.87,0.17,0.28,2018-06-17
Vitória Ribeiro,Brinquedo,4443.45,3327.87,0.35,0.27,2018-06-17
Julia Araújo,Esportes,8777.05,5246.31,0.43,0.33,2018-06-17
Lucas Rodrigues,Esportes,3669.73,1563.22,0.16,0.38,2018-06-17
Thiago Carvalho,Esportes,202.09,1856.7,0.36,0.29,2018-06-17
Mateus Barbosa,Eletrônicos,8233.29,4107.8,0.09,0.22,2018-06-17
Camila Carvalho,Casa,4250.76,1675.58,0.33,0.33,2018-06-17
Diego Cardoso,Vestuário,4301.69,1840.02,0.23,0.16,2018-06-17
Jorge Santos,Brinquedo,5761.57,2710.31,0.33,0.28,2018-06-17
Raphael Silva,Papelaria,269.99,786.86,0.56,0.45,2018-06-17
Caroline Reis,Papelaria,722.08,495.01,0.65,0.5,2018-06-17
Letícia Nascimento,Eletrônicos,2040.04,5053.26,0.25,0.17,2018-06-18
Ana Sousa,Eletrônicos,7924.91,1537.09,0.15,0.2,2018-06-18
Gustavo Martins,Eletrônicos,2658.26,2273.13,0.26,0.24,2018-06-18
Beatriz Santos,Vestuário,3718.22,2439.99,0.27,0.17,2018-06-18
Camila Lima,Vestuário,4640.5,1766.43,0.1,0.15,2018-06-18
Thiago Barbosa,Acessórios,2183.95,483.49,0.68,0.56,2018-06-18
Letícia Ribeiro,Acessórios,1378.85,1050.7,0.56,0.54,2018-06-18
Enzo Nascimento,Casa,6987.93,2595.19,0.15,0.33,2018-06-18
Guilherme Santos,Casa,3688.68,4735.9,0.21,0.22,2018-06-18
Vitória Ribeiro,Brinquedo,531.97,3363.93,0.13,0.21,2018-06-18
Julia Araújo,Esportes,4985.92,3350.93,0.43,0.3,2018-06-18
Lucas Rodrigues,Esportes,6586.86,5156.57,0.33,0.3,2018-06-18
Thiago Carvalho,Esportes,5137.6,1824.22,0.16,0.3,2018-06-18
Mateus Barbosa,Eletrônicos,6995.52,1415.74,0.14,0.23,2018-06-18
Camila Carvalho,Casa,1325.47,3129.6,0.4,0.24,2018-06-18
Diego Cardoso,Vestuário,2620.46,2633.1,0.19,0.14,2018-06-18
Jorge Santos,Brinquedo,2545.75,1419.65,0.11,0.3,2018-06-18
Raphael Silva,Papelaria,1185.13,523.39,0.54,0.4,2018-06-18
Caroline Reis,Papelaria,480.69,368.83,0.65,0.4,2018-06-18
Letícia Nascimento,Eletrônicos,1798.41,3903.28,0.1,0.22,2018-06-19
Ana Sousa,Eletrônicos,8200.84,2019.44,0.29,0.22,2018-06-19
Gustavo Martins,Eletrônicos,4873.66,4675.12,0.28,0.18,2018-06-19
Beatriz Santos,Vestuário,589.27,3710.16,0.13,0.18,2018-06-19
Camila Lima,Vestuário,637.38,3082.41,0.24,0.14,2018-06-19
Thiago Barbosa,Acessórios,1358.91,628.53,0.5,0.4,2018-06-19
Letícia Ribeiro,Acessórios,2138.32,921.09,0.62,0.52,2018-06-19
Enzo Nascimento,Casa,5601.23,3544.63,0.39,0.24,2018-06-19
Guilherme Santos,Casa,6916.11,5628.76,0.19,0.33,2018-06-19
Vitória Ribeiro,Brinquedo,2674.19,1469.71,0.22,0.22,2018-06-19
Julia Araújo,Esportes,1374.05,5609.03,0.14,0.36,2018-06-19
Lucas Rodrigues,Esportes,5427.33,3051.05,0.18,0.29,2018-06-19
Thiago Carvalho,Esportes,8186.06,2988.07,0.16,0.35,2018-06-19
Mateus Barbosa,Eletrônicos,3002.69,2139.48,0.24,0.16,2018-06-19
Camila Carvalho,Casa,4071.98,2477.92,0.4,0.32,2018-06-19
Diego Cardoso,Vestuário,5391.93,3446.28,0.1,0.21,2018-06-19
Jorge Santos,Brinquedo,3483.87,1408.1,0.35,0.23,2018-06-19
Raphael Silva,Papelaria,913.0,496.94,0.36,0.4,2018-06-19
Caroline Reis,Papelaria,96.04,744.94,0.31,0.54,2018-06-19
Letícia Nascimento,Eletrônicos,8208.83,2753.14,0.14,0.18,2018-06-20
Ana Sousa,Eletrônicos,1008.34,2587.53,0.2,0.22,2018-06-20
Gustavo Martins,Eletrônicos,389.05,3508.38,0.1,0.17,2018-06-20
Beatriz Santos,Vestuário,2500.11,2060.92,0.09,0.16,2018-06-20
Camila Lima,Vestuário,3399.29,2915.71,0.13,0.17,2018-06-20
Thiago Barbosa,Acessórios,2761.97,1471.68,0.34,0.46,2018-06-20
Letícia Ribeiro,Acessórios,1829.82,1740.72,0.72,0.48,2018-06-20
Enzo Nascimento,Casa,7224.84,4895.51,0.43,0.26,2018-06-20
Guilherme Santos,Casa,7483.11,4509.89,0.13,0.28,2018-06-20
Vitória Ribeiro,Brinquedo,5484.7,4119.03,0.11,0.22,2018-06-20
Julia Araújo,Esportes,188.99,3040.05,0.26,0.34,2018-06-20
Lucas Rodrigues,Esportes,5165.92,4021.16,0.29,0.26,2018-06-20
Thiago Carvalho,Esportes,5588.34,5083.55,0.43,0.26,2018-06-20
Mateus Barbosa,Eletrônicos,8319.15,1795.13,0.31,0.21,2018-06-20
Camila Carvalho,Casa,1769.39,5304.18,0.26,0.29,2018-06-20
Diego Cardoso,Vestuário,5186.65,1823.27,0.09,0.17,2018-06-20
Jorge Santos,Brinquedo,1249.62,1579.71,0.29,0.25,2018-06-20
Raphael Silva,Papelaria,1354.06,874.46,0.58,0.49,2018-06-20
Caroline Reis,Papelaria,511.47,575.03,0.58,0.47,2018-06-20
Letícia Nascimento,Eletrônicos,7161.6,3850.37,0.27,0.18,2018-06-21
Ana Sousa,Eletrônicos,1353.75,1333.85,0.28,0.23,2018-06-21
Gustavo Martins,Eletrônicos,8403.77,1638.12,0.09,0.18,2018-06-21
Beatriz Santos,Vestuário,5063.96,1997.9,0.13,0.17,2018-06-21
Camila Lima,Vestuário,1983.04,1739.98,0.24,0.19,2018-06-21
Thiago Barbosa,Acessórios,2047.63,1425.0,0.26,0.58,2018-06-21
Letícia Ribeiro,Acessórios,2679.19,1677.72,0.4,0.42,2018-06-21
Enzo Nascimento,Casa,3096.91,4221.76,0.23,0.33,2018-06-21
Guilherme Santos,Casa,9626.14,1769.8,0.32,0.32,2018-06-21
Vitória Ribeiro,Brinquedo,7010.04,3472.37,0.21,0.25,2018-06-21
Julia Araújo,Esportes,9056.64,3252.08,0.49,0.27,2018-06-21
Lucas Rodrigues,Esportes,4267.28,2026.3,0.23,0.31,2018-06-21
Thiago Carvalho,Esportes,1016.21,5522.37,0.36,0.34,2018-06-21
Mateus Barbosa,Eletrônicos,8078.02,2353.84,0.1,0.2,2018-06-21
Camila Carvalho,Casa,2777.74,3529.4,0.21,0.22,2018-06-21
Diego Cardoso,Vestuário,5399.09,2232.48,0.16,0.15,2018-06-21
Jorge Santos,Brinquedo,545.92,2512.05,0.15,0.24,2018-06-21
Raphael Silva,Papelaria,497.22,819.32,0.29,0.49,2018-06-21
Caroline Reis,Papelaria,290.24,710.38,0.43,0.4,2018-06-21
Letícia Nascimento,Eletrônicos,1728.84,1431.53,0.22,0.18,2018-06-22
Ana Sousa,Eletrônicos,739.47,2785.11,0.24,0.17,2018-06-22
Gustavo Martins,Eletrônicos,2239.46,5192.11,0.22,0.19,2018-06-22
Beatriz Santos,Vestuário,3587.89,2636.77,0.19,0.17,2018-06-22
Camila Lima,Vestuário,3993.5,1617.52,0.24,0.19,2018-06-22
Thiago Barbosa,Acessórios,1788.57,1633.02,0.22,0.58,2018-06-22
Letícia Ribeiro,Acessórios,2195.2,1696.67,0.3,0.52,2018-06-22
Enzo Nascimento,Casa,6587.14,6047.27,0.25,0.23,2018-06-22
Guilherme Santos,Casa,8164.17,5150.25,0.42,0.25,2018-06-22
Vitória Ribeiro,Brinquedo,2079.99,2449.02,0.38,0.25,2018-06-22
Julia Araújo,Esportes,2539.14,3810.96,0.27,0.29,2018-06-22
Lucas Rodrigues,Esportes,8372.92,3811.29,0.49,0.27,2018-06-22
Thiago Carvalho,Esportes,6379.24,4213.22,0.52,0.38,2018-06-22
Mateus Barbosa,Eletrônicos,2243.58,5217.43,0.31,0.21,2018-06-22
Camila Carvalho,Casa,1707.72,3704.5,0.11,0.29,2018-06-22
Diego Cardoso,Vestuário,5703.02,2518.48,0.1,0.15,2018-06-22
Jorge Santos,Brinquedo,2547.35,2205.32,0.35,0.23,2018-06-22
Raphael Silva,Papelaria,768.31,786.49,0.36,0.41,2018-06-22
Caroline Reis,Papelaria,41.74,342.53,0.68,0.52,2018-06-22
Letícia Nascimento,Eletrônicos,4717.63,2941.25,0.28,0.17,2018-06-23
Ana Sousa,Eletrônicos,6579.75,1803.85,0.28,0.22,2018-06-23
Gustavo Martins,Eletrônicos,4613.11,4404.66,0.13,0.23,2018-06-23
Beatriz Santos,Vestuário,5230.3,3280.97,0.25,0.2,2018-06-23
Camila Lima,Vestuário,2257.94,1034.89,0.16,0.15,2018-06-23
Thiago Barbosa,Acessórios,94.04,1325.38,0.34,0.42,2018-06-23
Letícia Ribeiro,Acessórios,1630.13,1136.03,0.22,0.54,2018-06-23
Enzo Nascimento,Casa,6445.84,3683.3,0.24,0.23,2018-06-23
Guilherme Santos,Casa,6949.87,1841.07,0.4,0.23,2018-06-23
Vitória Ribeiro,Brinquedo,251.99,1141.92,0.25,0.21,2018-06-23
Julia Araújo,Esportes,4350.52,4012.05,0.51,0.3,2018-06-23
Lucas Rodrigues,Esportes,8485.51,2745.04,0.49,0.3,2018-06-23
Thiago Carvalho,Esportes,7923.01,3965.8,0.52,0.27,2018-06-23
Mateus Barbosa,Eletrônicos,2762.43,3338.94,0.27,0.2,2018-06-23
Camila Carvalho,Casa,5610.04,2949.98,0.14,0.3,2018-06-23
Diego Cardoso,Vestuário,4120.94,3202.98,0.15,0.17,2018-06-23
Jorge Santos,Brinquedo,4400.15,3078.23,0.24,0.22,2018-06-23
Raphael Silva,Papelaria,555.5,706.33,0.31,0.49,2018-06-23
Caroline Reis,Papelaria,332.69,855.77,0.68,0.45,2018-06-23
Letícia Nascimento,Eletrônicos,517.31,3998.5,0.23,0.17,2018-06-24
Ana Sousa,Eletrônicos,5772.92,1479.55,0.18,0.22,2018-06-24
Gustavo Martins,Eletrônicos,5911.59,5183.53,0.3,0.18,2018-06-24
Beatriz Santos,Vestuário,4446.27,1905.32,0.08,0.17,2018-06-24
Camila Lima,Vestuário,3392.02,3532.09,0.1,0.18,2018-06-24
Thiago Barbosa,Acessórios,1475.7,947.74,0.62,0.42,2018-06-24
Letícia Ribeiro,Acessórios,1829.65,1009.52,0.76,0.56,2018-06-24
Enzo Nascimento,Casa,6346.78,4233.52,0.26,0.22,2018-06-24
Guilherme Santos,Casa,6871.99,2399.72,0.19,0.3,2018-06-24
Vitória Ribeiro,Brinquedo,3228.89,3505.33,0.16,0.22,2018-06-24
Julia Araújo,Esportes,582.04,2364.59,0.16,0.39,2018-06-24
Lucas Rodrigues,Esportes,1928.29,1752.05,0.26,0.35,2018-06-24
Thiago Carvalho,Esportes,6700.9,4882.56,0.42,0.27,2018-06-24
Mateus Barbosa,Eletrônicos,1203.4,1750.27,0.32,0.2,2018-06-24
Camila Carvalho,Casa,9274.88,2328.06,0.25,0.25,2018-06-24
Diego Cardoso,Vestuário,3520.37,3620.91,0.23,0.19,2018-06-24
Jorge Santos,Brinquedo,2320.49,2025.88,0.39,0.29,2018-06-24
Raphael Silva,Papelaria,1140.08,495.59,0.34,0.52,2018-06-24
Caroline Reis,Papelaria,1415.71,262.38,0.23,0.43,2018-06-24
Letícia Nascimento,Eletrônicos,4652.67,3666.12,0.18,0.18,2018-06-25
Ana Sousa,Eletrônicos,5522.84,1394.58,0.21,0.21,2018-06-25
Gustavo Martins,Eletrônicos,7636.61,2383.39,0.21,0.16,2018-06-25
Beatriz Santos,Vestuário,2001.11,2973.65,0.17,0.19,2018-06-25
Camila Lima,Vestuário,5740.5,2191.66,0.26,0.14,2018-06-25
Thiago Barbosa,Acessórios,1538.88,502.36,0.6,0.58,2018-06-25
Letícia Ribeiro,Acessórios,2570.96,1110.9,0.58,0.56,2018-06-25
Enzo Nascimento,Casa,6776.52,2839.62,0.42,0.31,2018-06-25
Guilherme Santos,Casa,1996.09,3974.09,0.17,0.23,2018-06-25
Vitória Ribeiro,Brinquedo,1570.69,3385.18,0.11,0.29,2018-06-25
Julia Araújo,Esportes,5143.65,2363.2,0.44,0.36,2018-06-25
Lucas Rodrigues,Esportes,882.59,3849.45,0.4,0.33,2018-06-25
Thiago Carvalho,Esportes,1902.8,5337.76,0.43,0.34,2018-06-25
Mateus Barbosa,Eletrônicos,1852.78,4267.93,0.08,0.18,2018-06-25
Camila Carvalho,Casa,6569.54,1555.18,0.41,0.28,2018-06-25
Diego Cardoso,Vestuário,4782.43,1813.23,0.09,0.15,2018-06-25
Jorge Santos,Brinquedo,2139.32,2460.99,0.27,0.27,2018-06-25
Raphael Silva,Papelaria,303.41,675.69,0.4,0.5,2018-06-25
Caroline Reis,Papelaria,311.66,374.35,0.58,0.47,2018-06-25
Letícia Nascimento,Eletrônicos,7636.95,1959.01,0.2,0.22,2018-06-26
Ana Sousa,Eletrônicos,4859.93,3530.74,0.17,0.23,2018-06-26
Gustavo Martins,Eletrônicos,5708.79,2054.2,0.25,0.2,2018-06-26
Beatriz Santos,Vestuário,332.94,1509.47,0.11,0.17,2018-06-26
Camila Lima,Vestuário,2695.31,2925.44,0.12,0.16,2018-06-26
Thiago Barbosa,Acessórios,2618.15,1065.1,0.52,0.48,2018-06-26
Letícia Ribeiro,Acessórios,485.95,1090.91,0.56,0.4,2018-06-26
Enzo Nascimento,Casa,1753.15,5759.69,0.34,0.28,2018-06-26
Guilherme Santos,Casa,879.35,3103.89,0.12,0.29,2018-06-26
Vitória Ribeiro,Brinquedo,3060.49,2872.19,0.15,0.25,2018-06-26
Julia Araújo,Esportes,2389.78,4045.11,0.22,0.34,2018-06-26
Lucas Rodrigues,Esportes,3170.86,4150.73,0.22,0.36,2018-06-26
Thiago Carvalho,Esportes,697.06,3815.91,0.2,0.39,2018-06-26
Mateus Barbosa,Eletrônicos,1704.64,3094.24,0.31,0.17,2018-06-26
Camila Carvalho,Casa,4365.76,3149.48,0.31,0.24,2018-06-26
Diego Cardoso,Vestuário,5007.09,2742.48,0.22,0.15,2018-06-26
Jorge Santos,Brinquedo,6914.79,1675.3,0.23,0.26,2018-06-26
Raphael Silva,Papelaria,1169.17,493.45,0.65,0.38,2018-06-26
Caroline Reis,Papelaria,632.27,807.0,0.63,0.5,2018-06-26
Letícia Nascimento,Eletrônicos,1497.87,5253.86,0.28,0.19,2018-06-27
Ana Sousa,Eletrônicos,4810.6,1575.49,0.22,0.19,2018-06-27
Gustavo Martins,Eletrônicos,471.12,1655.23,0.25,0.17,2018-06-27
Beatriz Santos,Vestuário,1067.33,3625.51,0.07,0.16,2018-06-27
Camila Lima,Vestuário,781.61,3914.04,0.25,0.14,2018-06-27
Thiago Barbosa,Acessórios,1629.65,1439.61,0.28,0.5,2018-06-27
Letícia Ribeiro,Acessórios,915.66,875.24,0.32,0.56,2018-06-27
Enzo Nascimento,Casa,5533.73,6045.24,0.25,0.23,2018-06-27
Guilherme Santos,Casa,9289.3,5249.78,0.15,0.28,2018-06-27
Vitória Ribeiro,Brinquedo,6931.41,1183.6,0.22,0.28,2018-06-27
Julia Araújo,Esportes,5747.0,4219.19,0.26,0.27,2018-06-27
Lucas Rodrigues,Esportes,2360.88,3820.96,0.47,0.26,2018-06-27
Thiago Carvalho,Esportes,3451.93,3465.68,0.16,0.31,2018-06-27
Mateus Barbosa,Eletrônicos,4778.92,3871.89,0.31,0.19,2018-06-27
Camila Carvalho,Casa,9336.67,2665.82,0.19,0.3,2018-06-27
Diego Cardoso,Vestuário,5378.58,2226.97,0.09,0.2,2018-06-27
